Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
JFK Medical Center,6519,,,,,,,,,,,,,,1,1,,,,,,
Veer Narmad South Gujarat University,6520,,,,,,,,,,,,,,1,1,,,,,,
Volgograd State University,6521,,,,,,,,,,,,,,1,1,,,,,,
Philadelphia University Jordan,6522,,,,,,,,,,,,,,1,1,,,,,,
Francis Marion University,6523,,,,,,,,,,,,,,1,1,,,,,,
Kamuzu Central Hospital,6524,,,,,,,,,,,,,,1,1,,,,,,
Karpov Institute of Physical Chemistry,6525,,,,,,,,,,,,,,1,1,,,,,,
University of Forestry,6526,,,,,,,,,,,,,,1,1,,,,,,
BioMed Central Ltd.,6527,,,,,,,,,,,,,,1,1,,,,,,
International Laser Centre Bratislava,6528,,,,,,,,,,,,,,1,1,,,,,,
Institute of Magnetism,6529,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Aschaffenburg - University of Applied Sciences Aschaffenburg,6530,,,,,,,,,,,,,,1,1,,,,,,
The Interuniversity Institute for Marine Science Eilat,6531,,,,,,,,,,,,,,1,1,,,,,,
Electronic Navigation Research Institute,6532,,,,,,,,,,,,,,1,1,,,,,,
Sri Sathya Sai University,6533,,,,,,,,,,,,,,1,1,,,,,,
Al- Zaytoonah University of Jordan,6534,,1,https://api.elsevier.com/metrics/institution/706790,application/json,Al- Zaytoonah University of Jordan,Institution/706790,jor,MEA,academic,706790,Jordan,,,1,1,,,,,,
National Center of Infectious and Parasitic Diseases Bulgaria,6535,,,,,,,,,,,,,,1,1,,,,,,
Foundation of Technical Education,6536,,,,,,,,,,,,,,1,1,,,,,,
"Federal University of Technology, Owerri",6537,,,,,,,,,,,,,,1,1,,,,,,
Universidade do Oeste Paulista,6538,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Neubrandenburg - University of Applied Sciences Neubrandenburg,6539,,,,,,,,,,,,,,1,1,,,,,,
Ecole des Mines de Nancy,6540,,,,,,,,,,,,,,1,1,,,,,,
Suntory Ltd.,6541,,,,,,,,,,,,,,1,1,,,,,,
Kingston Hospital NHS Trust,6542,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Nondestructive Testing - IZFP,6543,,,,,,,,,,,,,,1,1,,,,,,
Beckman Coulter,6544,,,,,,,,,,,,,,1,1,,,,,,
Philadelphia Department of Public Health,6545,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Anhalt ? University of Applied Sciences Anhalt,6546,,,,,,,,,,,,,,1,1,,,,,,
Vernadsky Institute General and Inorganic Chemistry,6547,,,,,,,,,,,,,,1,1,,,,,,
Institute of Food Safety Animal Health and Environment BIOR,6548,,,,,,,,,,,,,,1,1,,,,,,
Czech National Bank,6549,,,,,,,,,,,,,,1,1,,,,,,
Falmouth University,6550,,,,,,,,,,,,,,1,1,,,,,,
Yokohama College of Pharmacy,6551,,,,,,,,,,,,,,1,1,,,,,,
Royal Australasian College of Surgeons,6552,,,,,,,,,,,,,,1,1,,,,,,
Israel Institute for Biological Research,6553,,,,,,,,,,,,,,1,1,,,,,,
Indian Institute of Management Kozhikode,6554,,,,,,,,,,,,,,1,1,,,,,,
Polytechnic University of Tirana,6555,,,,,,,,,,,,,,1,1,,,,,,
Fukui University of Technology,6556,,,,,,,,,,,,,,1,1,,,,,,
Kanagawa Dental College,6557,,,,,,,,,,,,,,1,1,,,,,,
Korea Environment Institute,6558,,,,,,,,,,,,,,1,1,,,,,,
Indian Institute of Management Rohtak,6559,,,,,,,,,,,,,,1,1,,,,,,
"National Institute of Occupational Safety and Health, Japan (JNIOSH)",6560,,,,,,,,,,,,,,1,1,,,,,,
National Cardiovascular Center Research Institute Japan,6561,,,,,,,,,,,,,,1,1,,,,,,
Wuhan Institute of Physical Education,6562,,,,,,,,,,,,,,1,1,,,,,,
Instituto de Investigaciones Electricas,6563,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Standards,6564,,,,,,,,,,,,,,1,1,,,,,,
Ekiti State University,6565,,,,,,,,,,,,,,1,1,,,,,,
The Mid Yorkshire Hospitals NHS Trust,6566,,,,,,,,,,,,,,1,1,,,,,,
Reckitt Benckiser,6567,,,,,,,,,,,,,,1,1,,,,,,
Universidade Sao Francisco,6568,,,,,,,,,,,,,,1,1,,,,,,
Newman University,6569,,,,,,,,,,,,,,1,1,,,,,,
Avans University of Applied Sciences,6570,,,,,,,,,,,,,,1,1,,,,,,
Hillingdon Hospital,6571,,,,,,,,,,,,,,1,1,,,,,,
Perth Royal Infirmary,6572,,,,,,,,,,,,,,1,1,,,,,,
Sinhgad College of Pharmacy,6573,,,,,,,,,,,,,,1,1,,,,,,
Calderdale and Huddersfield NHS Foundation Trust,6574,,,,,,,,,,,,,,1,1,,,,,,
Hutt Hospital,6575,,,,,,,,,,,,,,1,1,,,,,,
Beit Berl Academic College,6576,,,,,,,,,,,,,,1,1,,,,,,
California State University Channel Islands,6577,,,,,,,,,,,,,,1,1,,,,,,
"Centocor, Inc.",6578,,,,,,,,,,,,,,1,1,,,,,,
Bloomsburg University of Pennsylvania,6579,,1,https://api.elsevier.com/metrics/institution/706736,application/json,Bloomsburg University of Pennsylvania,Institution/706736,usa,NAM,academic,706736,United States,,,1,1,,,,,,
Food and Drug Administration of Korea,6580,,,,,,,,,,,,,,1,1,,,,,,
RWE Power AG,6581,,,,,,,,,,,,,,1,1,,,,,,
Tohoku Institute of Technology,6582,,,,,,,,,,,,,,1,1,,,,,,
Russian Academy of Agricultural Sciences,6583,,,,,,,,,,,,,,1,1,,,,,,
V. Bakul Institute for Superhard Materials of the National Academy of Sciences of Ukraine,6584,,,,,,,,,,,,,,1,1,,,,,,
Innopolis University,6585,,,,,,,,,,,,,,1,1,,,,,,
Neyshabur University of Medical Sciences,6586,,,,,,,,,,,,,,1,1,,,,,,
Lake Forest College,6587,,,,,,,,,,,,,,1,1,,,,,,
Atomic Energy Organization of Iran,6588,,,,,,,,,,,,,,1,1,,,,,,
Ritsumeikan Asia Pacific University,6589,,,,,,,,,,,,,,1,1,,,,,,
Barnet General Hospital,6590,,,,,,,,,,,,,,1,1,,,,,,
Worthing Hospital,6591,,,,,,,,,,,,,,1,1,,,,,,
European University at St Petersburg,6592,,,,,,,,,,,,,,1,1,,,,,,
Princess Nourah bint Abdulrahman University,6593,,,,,,,,,,,,,,1,1,,,,,,
East and North Hertfordshire NHS Trust,6594,,,,,,,,,,,,,,1,1,,,,,,
Universidad CES,6595,,,,,,,,,,,,,,1,1,,,,,,
"Abubakar Tafawa Balewa University, Bauchi",6596,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Silicon Technology - ISIT,6597,,,,,,,,,,,,,,1,1,,,,,,
Chizhou University,6598,,,,,,,,,,,,,,1,1,,,,,,
Mitsui Chemicals Inc.,6599,,,,,,,,,,,,,,1,1,,,,,,
Idemitsu Kosan,6600,,,,,,,,,,,,,,1,1,,,,,,
Universidade Federal de Roraima,6601,,,,,,,,,,,,,,1,1,,,,,,
Sheikh Khalifa Medical City,6602,,,,,,,,,,,,,,1,1,,,,,,
Turkiye Yuksek Ihtisas Hospital,6603,,,,,,,,,,,,,,1,1,,,,,,
Sapporo City General Hospital,6604,,,,,,,,,,,,,,1,1,,,,,,
Chrysler LLC,6605,,,,,,,,,,,,,,1,1,,,,,,
Carolinas HealthCare System,6606,,,,,,,,,,,,,,1,1,,,,,,
Memorial Regional Hospital,6607,,,,,,,,,,,,,,1,1,,,,,,
The St. Petersburg State University of Economics,6608,,,,,,,,,,,,,,1,1,,,,,,
St. Helier Hospital,6609,,,,,,,,,,,,,,1,1,,,,,,
The Electrochemical Society,6610,,,,,,,,,,,,,,1,1,,,,,,
Asociacion Civil Impacta Salud y Educacion,6611,,,,,,,,,,,,,,1,1,,,,,,
Josai International University,6612,,,,,,,,,,,,,,1,1,,,,,,
Harris Corporation,6613,,,,,,,,,,,,,,1,1,,,,,,
Marianjoy Rehabilitation Hospital,6614,,,,,,,,,,,,,,1,1,,,,,,
Hospital Nacional Cayetano Heredia,6615,,,,,,,,,,,,,,1,1,,,,,,
UNU-WIDER Library United Nations University World Institute of Development Economics Research,6616,,1,https://api.elsevier.com/metrics/institution/702125,application/json,UNU-WIDER Library United Nations University World Institute of Development Economics Research,Institution/702125,fin,EUR,academic,702125,Finland,,,1,1,,,,,,
Council for Geoscience,6617,,,,,,,,,,,,,,1,1,,,,,,
Universidade Veiga de Almeida,6618,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Konstanz Technik Wirtschaft und Gestaltung - University of Applied Sciences Konstanz,6619,,,,,,,,,,,,,,1,1,,,,,,
Centre Pasteur du Cameroun,6620,,,,,,,,,,,,,,1,1,,,,,,
Bundelkhand University,6621,,,,,,,,,,,,,,1,1,,,,,,
Sambalpur University,6622,,,,,,,,,,,,,,1,1,,,,,,
ALK-Abello AS,6623,,,,,,,,,,,,,,1,1,,,,,,
ISTEC,6624,,,,,,,,,,,,,,1,1,,,,,,
Northern Arctic Federal University,6625,,,,,,,,,,,,,,1,1,,,,,,
Showa Denko K K,6626,,,,,,,,,,,,,,1,1,,,,,,
"Centre de Recherche en Astronomie, Astrophysique et Geophysique",6627,,1,https://api.elsevier.com/metrics/institution/701552,application/json,"Centre de Recherche en Astronomie, Astrophysique et Geophysique",Institution/701552,dza,AFR,academic,701552,Algeria,,,1,1,,,,,,
Peterborough and Stamford Hospitals NHS Foundation Trust,6628,,,,,,,,,,,,,,1,1,,,,,,
Kyoto Women's University,6629,,,,,,,,,,,,,,1,1,,,,,,
"National Institute of Cardiology, Warszawa",6630,,,,,,,,,,,,,,1,1,,,,,,
Institut Pasteur de Cote-d'Ivoire,6631,,,,,,,,,,,,,,1,1,,,,,,
"Deenbandhu Chhotu Ram University Of Science and Technology, Murthal",6632,,,,,,,,,,,,,,1,1,,,,,,
"Dai Nippon Printing Co., Ltd.",6633,,,,,,,,,,,,,,1,1,,,,,,
Lithuanian Sports University,6634,,,,,,,,,,,,,,1,1,,,,,,
Taunton and Somerset NHS Trust,6635,,,,,,,,,,,,,,1,1,,,,,,
Hospital Xeral-Calde,6636,,,,,,,,,,,,,,1,1,,,,,,
Nanhua University Taiwan,6637,,,,,,,,,,,,,,1,1,,,,,,
Hospital Militar Central,6638,,,,,,,,,,,,,,1,1,,,,,,
Latvia State Institute of Fruit-Growing,6639,,,,,,,,,,,,,,1,1,,,,,,
Karpenko Physico-Mechanical Institute Nasu,6640,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Ravensburg-Weingarten - University of Applied Sciences Ravensburg-Weingarten,6641,,,,,,,,,,,,,,1,1,,,,,,
Instituto Nacional de Ciencias Neurologicas Lima,6642,,,,,,,,,,,,,,1,1,,,,,,
Institute for Safe Medication Practices,6643,,,,,,,,,,,,,,1,1,,,,,,
University of Zadar,6644,,,,,,,,,,,,,,1,1,,,,,,
Uskudar University,6645,,,,,,,,,,,,,,1,1,,,,,,
Jacobs Engineering Group Inc.,6646,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Center for Silicon Photovoltaics CSP,6647,,,,,,,,,,,,,,1,1,,,,,,
Zoological Society of San Diego,6648,,,,,,,,,,,,,,1,1,,,,,,
Queensland Eye Institute,6649,,,,,,,,,,,,,,1,1,,,,,,
Max Stern Academic College of Emek Yezreel,6650,,,,,,,,,,,,,,1,1,,,,,,
Sasol Technology (Pty) Ltd.,6651,,,,,,,,,,,,,,1,1,,,,,,
Skyworks Solutions Inc.,6652,,,,,,,,,,,,,,1,1,,,,,,
"TriQuint Semiconductor, Inc.",6653,,,,,,,,,,,,,,1,1,,,,,,
Elan Corporation,6654,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Center for Nanoelectronic Technologies,6655,,,,,,,,,,,,,,1,1,,,,,,
Nordisk Institut for Kiropraktik og Klinisk Biomekanik,6656,,,,,,,,,,,,,,1,1,,,,,,
Dr. Yashwant Singh Parmar University of Horticulture and Forestry,6657,,,,,,,,,,,,,,1,1,,,,,,
"Christ University, Bangalore",6658,,,,,,,,,,,,,,1,1,,,,,,
Continental,6659,,,,,,,,,,,,,,1,1,,,,,,
State Intellectual Property Office of the Peoples Republic of China,6660,,1,https://api.elsevier.com/metrics/institution/706791,application/json,State Intellectual Property Office of the Peoples Republic of China,Institution/706791,chn,APAC,government,706791,China,,,1,1,,,,,,
Hamdard University,6661,,,,,,,,,,,,,,1,1,,,,,,
Universidade Catolica Dom Bosco,6662,,,,,,,,,,,,,,1,1,,,,,,
Saint James School of Medicine,6663,,,,,,,,,,,,,,1,1,,,,,,
Nanzan University,6664,,,,,,,,,,,,,,1,1,,,,,,
Ulyanovsk State Agricultural Academy,6665,,,,,,,,,,,,,,1,1,,,,,,
Benedictine University,6666,,,,,,,,,,,,,,1,1,,,,,,
State University of Malang,6667,,,,,,,,,,,,,,1,1,,,,,,
"Adekunle Ajasin University, Akungba",6668,,,,,,,,,,,,,,1,1,,,,,,
Acharya N G Ranga Agricultural University,6669,,,,,,,,,,,,,,1,1,,,,,,
IBA Group,6670,,,,,,,,,,,,,,1,1,,,,,,
HGS,6671,,,,,,,,,,,,,,1,1,,,,,,
Southend Hospital,6672,,,,,,,,,,,,,,1,1,,,,,,
INTI International University,6673,,,,,,,,,,,,,,1,1,,,,,,
National Natural Science Foundation of China,6674,,,,,,,,,,,,,,1,1,,,,,,
FOM Institute for Plasma Physics - RIJNHUIZEN,6675,,,,,,,,,,,,,,1,1,,,,,,
Mongolian University of Science and Technology,6676,,,,,,,,,,,,,,1,1,,,,,,
University of French Polynesia,6677,,,,,,,,,,,,,,1,1,,,,,,
Bombardier,6678,,,,,,,,,,,,,,1,1,,,,,,
Leeds Trinity University,6679,,1,https://api.elsevier.com/metrics/institution/703097,application/json,Leeds Trinity University,Institution/703097,gbr,EUR,academic,703097,United Kingdom,,,1,1,,,,,,
Renishaw Group,6680,,,,,,,,,,,,,,1,1,,,,,,
Uzhhorod National University,6681,,,,,,,,,,,,,,1,1,,,,,,
Sochi State University,6682,,,,,,,,,,,,,,1,1,,,,,,
Beer Sheva Mental Health Center,6683,,,,,,,,,,,,,,1,1,,,,,,
Elmhurst College,6684,,,,,,,,,,,,,,1,1,,,,,,
Saskatoon Health Region,6685,,,,,,,,,,,,,,1,1,,,,,,
Perdana University,6686,,,,,,,,,,,,,,1,1,,,,,,
Nanjing Electronic Devices Institute,6687,,,,,,,,,,,,,,1,1,,,,,,
CHU Sahloul,6688,,,,,,,,,,,,,,1,1,,,,,,
Danfoss AS,6689,,,,,,,,,,,,,,1,1,,,,,,
Hasan Kalyoncu University,6690,,,,,,,,,,,,,,1,1,,,,,,
Shanghai Institute of Foreign Trade,6691,,,,,,,,,,,,,,1,1,,,,,,
United States Department of Commerce,6692,,,,,,,,,,,,,,1,1,,,,,,
New Bulgarian University,6693,,,,,,,,,,,,,,1,1,,,,,,
Kajima Corporation,6694,,,,,,,,,,,,,,1,1,,,,,,
Military Medical Academy,6695,,,,,,,,,,,,,,1,1,,,,,,
Buryatskogo State University,6696,,,,,,,,,,,,,,1,1,,,,,,
Kaneka Corporation,6697,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Kaiserslautern - University of Applied Sciences Kaiserslautern,6698,,,,,,,,,,,,,,1,1,,,,,,
Michelin,6699,,,,,,,,,,,,,,1,1,,,,,,
Universidad Jorge Tadeo Lozano,6700,,,,,,,,,,,,,,1,1,,,,,,
Netanya Academic College,6701,,,,,,,,,,,,,,1,1,,,,,,
North-Western State Medical University named after I.I. Mechnikov,6702,,,,,,,,,,,,,,1,1,,,,,,
Lafarge,6703,,,,,,,,,,,,,,1,1,,,,,,
Tianjin Institute of Urban Construction,6704,,,,,,,,,,,,,,1,1,,,,,,
Hokkai-Gakuen University,6705,,,,,,,,,,,,,,1,1,,,,,,
Universidad de San Martin de Porres,6706,,,,,,,,,,,,,,1,1,,,,,,
Central Power Research Institute,6707,,,,,,,,,,,,,,1,1,,,,,,
EUROCONTROL Experimental Centre,6708,,,,,,,,,,,,,,1,1,,,,,,
Institut Pasteur de Bangui,6709,,,,,,,,,,,,,,1,1,,,,,,
Royal United Hospital Bath NHS Trust,6710,,1,https://api.elsevier.com/metrics/institution/701840,application/json,Royal United Hospital Bath NHS Trust,Institution/701840,gbr,EUR,medical,701840,United Kingdom,,,1,1,,,,,,
Institute for Social and Economic Change India,6711,,,,,,,,,,,,,,1,1,,,,,,
Guru Ghasidas University,6712,,,,,,,,,,,,,,1,1,,,,,,
CHU Mustapha,6713,,,,,,,,,,,,,,1,1,,,,,,
"Hochschule fur Technik, Wirtschaft und Medien Offenburg - University of Applied Sciences Offenburg",6714,,,,,,,,,,,,,,1,1,,,,,,
Herzog Hospital Jerusalem,6715,,,,,,,,,,,,,,1,1,,,,,,
Dominican University,6716,,,,,,,,,,,,,,1,1,,,,,,
TELUS,6717,,,,,,,,,,,,,,1,1,,,,,,
Indian Institute of Management Indore,6718,,,,,,,,,,,,,,1,1,,,,,,
The Chicago School of Professional Psychology,6719,,,,,,,,,,,,,,1,1,,,,,,
Northeastern State University,6720,,,,,,,,,,,,,,1,1,,,,,,
L-3 Communications,6721,,,,,,,,,,,,,,1,1,,,,,,
Eastbourne District General Hospital,6722,,,,,,,,,,,,,,1,1,,,,,,
Hitachi Global Storage Technologies,6723,,1,https://api.elsevier.com/metrics/institution/508520,application/json,Hitachi Global Storage Technologies,Institution/508520,usa,NAM,corporate,508520,United States,,,1,1,,,,,,
University of Swaziland,6724,,,,,,,,,,,,,,1,1,,,,,,
National Veterinary Research Institute Vom,6725,,,,,,,,,,,,,,1,1,,,,,,
Reliance Industries Limited,6726,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Lubeck - University of Applied Sciences Lubeck,6727,,,,,,,,,,,,,,1,1,,,,,,
Naruto University of Education,6728,,,,,,,,,,,,,,1,1,,,,,,
Athens Medical Center,6729,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Weihenstephan-Triesdorf - University of Applied Sciences Wihenstephan-Triesdorf,6730,,,,,,,,,,,,,,1,1,,,,,,
Fukuyama University,6731,,,,,,,,,,,,,,1,1,,,,,,
Warwick Hospital,6732,,,,,,,,,,,,,,1,1,,,,,,
Beykent University,6733,,,,,,,,,,,,,,1,1,,,,,,
"Leibniz Institute for Research on Society and Space (IRS), Erkner",6734,,,,,,,,,,,,,,1,1,,,,,,
Tavistock and Portman NHS Foundation Trust,6735,,,,,,,,,,,,,,1,1,,,,,,
InHolland University of Applied Sciences,6736,,,,,,,,,,,,,,1,1,,,,,,
Shiseido Company Ltd.,6737,,,,,,,,,,,,,,1,1,,,,,,
Rhodia Recherces,6738,,,,,,,,,,,,,,1,1,,,,,,
Waikato District Health Board,6739,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Brandenburg ? University of Applied Sciences Brandenburg,6740,,,,,,,,,,,,,,1,1,,,,,,
Gillette Children's Specialty Healthcare,6741,,,,,,,,,,,,,,1,1,,,,,,
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",6742,,,,,,,,,,,,,,1,1,,,,,,
American University in Dubai,6743,,,,,,,,,,,,,,1,1,,,,,,
Augustana College,6744,,,,,,,,,,,,,,1,1,,,,,,
Central University of Kerala,6745,,1,https://api.elsevier.com/metrics/institution/706100,application/json,Central University of Kerala,Institution/706100,ind,APAC,academic,706100,India,,,1,1,,,,,,
RAFAEL Armament Development Authority Ltd.,6746,,,,,,,,,,,,,,1,1,,,,,,
California State University San Bernardino,6747,,,,,,,,,,,,,,1,1,,,,,,
Natural Resources Wales,6748,,,,,,,,,,,,,,1,1,,,,,,
Hungarian Geological Institute,6749,,,,,,,,,,,,,,1,1,,,,,,
Ravenshaw University,6750,,,,,,,,,,,,,,1,1,,,,,,
Hochschule fur Technik Stuttgart - University of Applied Sciences Stuttgart,6751,,,,,,,,,,,,,,1,1,,,,,,
Ministry of Scientific Research and Innovation-Cameroon,6752,,,,,,,,,,,,,,1,1,,,,,,
Doshisha Women's College of Liberal Arts,6753,,,,,,,,,,,,,,1,1,,,,,,
Instituto Nacional de Salud del Nino Lima,6754,,,,,,,,,,,,,,1,1,,,,,,
Ecole Nationale Superieure de l Aeronautique et de l Espace,6755,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Fulda - University of Applied Sciences Fulda,6756,,,,,,,,,,,,,,1,1,,,,,,
RAS - Institute of Spectroscopy,6757,,,,,,,,,,,,,,1,1,,,,,,
Takasaki University of Health and Welfare,6758,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Trier - University of Applied Sciences Trier,6759,,,,,,,,,,,,,,1,1,,,,,,
Mother Teresa Womens University,6760,,,,,,,,,,,,,,1,1,,,,,,
Hochschule der Medien Stuttgart ? University of Media Stuttgart,6761,,,,,,,,,,,,,,1,1,,,,,,
Counties Manukau District Health Board,6762,,,,,,,,,,,,,,1,1,,,,,,
Center for Medical Genetics and Primary Health Care,6763,,,,,,,,,,,,,,1,1,,,,,,
Servicio Nacional de Meteorologa e Hidrologa del Peru,6764,,,,,,,,,,,,,,1,1,,,,,,
Hochschule fur angewandte Wissenschaften Regensburg - University of Applied Sciences Regensburg,6765,,,,,,,,,,,,,,1,1,,,,,,
Universidad Popular Autonoma de Puebla,6766,,,,,,,,,,,,,,1,1,,,,,,
Iranian Fisheries Research Organization,6767,,,,,,,,,,,,,,1,1,,,,,,
"King George Hospital, Goodmayes",6768,,,,,,,,,,,,,,1,1,,,,,,
AXA,6769,,,,,,,,,,,,,,1,1,,,,,,
LSI Logic Corporation,6770,,,,,,,,,,,,,,1,1,,,,,,
Kilimanjaro Christian Medical College,6771,,1,https://api.elsevier.com/metrics/institution/702175,application/json,Kilimanjaro Christian Medical College,Institution/702175,tza,AFR,academic,702175,Tanzania,,,1,1,,,,,,
Jahrom University of Medical Science,6772,,,,,,,,,,,,,,1,1,,,,,,
"Desert Research Center, Cairo",6773,,,,,,,,,,,,,,1,1,,,,,,
University of Food Technologies-Plovdiv,6774,,,,,,,,,,,,,,1,1,,,,,,
Malawi Epidemiology and Intervention Research Unit (MEIRU),6775,,,,,,,,,,,,,,1,1,,,,,,
"Chubu Electric Power Co., Inc.",6776,,,,,,,,,,,,,,1,1,,,,,,
"Nuance Communications, Inc.",6777,,,,,,,,,,,,,,1,1,,,,,,
East Japan Railway,6778,,,,,,,,,,,,,,1,1,,,,,,
National Institute of Fitness and Sports in KANOYA,6779,,,,,,,,,,,,,,1,1,,,,,,
Institute of Electronics and Computer Science,6780,,,,,,,,,,,,,,1,1,,,,,,
University of Architecture Sofia,6781,,,,,,,,,,,,,,1,1,,,,,,
CJ CheilJedang Corporation,6782,,,,,,,,,,,,,,1,1,,,,,,
St. Richard's Hospital,6783,,,,,,,,,,,,,,1,1,,,,,,
Recombinetics Inc,6784,,,,,,,,,,,,,,1,1,,,,,,
China University of Political Science and Law,6785,,,,,,,,,,,,,,1,1,,,,,,
California State University Dominguez Hills,6786,,,,,,,,,,,,,,1,1,,,,,,
Merz GmbH & Co. KGaA,6787,,,,,,,,,,,,,,1,1,,,,,,
UNIVERSIDAD DE ATACAMA,6788,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Wismar - University of Applied Sciences Wismar,6789,,,,,,,,,,,,,,1,1,,,,,,
Fraunhofer Institute for Building Physics,6790,,,,,,,,,,,,,,1,1,,,,,,
National University of Kyiv Mohyla-Academy,6791,,,,,,,,,,,,,,1,1,,,,,,
Daido Institute of Technology,6792,,,,,,,,,,,,,,1,1,,,,,,
Universite Gaston Berger de Saint-Louis,6793,,,,,,,,,,,,,,1,1,,,,,,
Central University of South Bihar,6794,,,,,,,,,,,,,,1,1,,,,,,
Barnsley Hospital NHS Foundation Trust,6795,,,,,,,,,,,,,,1,1,,,,,,
University of Jember,6796,,,,,,,,,,,,,,1,1,,,,,,
Alkermes Inc,6797,,,,,,,,,,,,,,1,1,,,,,,
"Universidad Espiritu Santo, Ecuador",6798,,,,,,,,,,,,,,1,1,,,,,,
Latvian State Forest Research Institute Silava,6799,,1,https://api.elsevier.com/metrics/institution/705268,application/json,Latvian State Forest Research Institute Silava,Institution/705268,lva,EUR,academic,705268,Latvia,,,1,1,,,,,,
National Autonomous University of Honduras,6800,,,,,,,,,,,,,,1,1,,,,,,
United International College (UIC),6801,,,,,,,,,,,,,,1,1,,,,,,
Pharmaceuticals and Medical Devices Agency,6802,,,,,,,,,,,,,,1,1,,,,,,
Gazprom,6803,,,,,,,,,,,,,,1,1,,,,,,
Japan Tobacco,6804,,,,,,,,,,,,,,1,1,,,,,,
Smith Kettlewell Eye Research Institute,6805,,,,,,,,,,,,,,1,1,,,,,,
St. Finbarr's Hospital,6806,,,,,,,,,,,,,,1,1,,,,,,
"Institute of Technology,Tallaght",6807,,,,,,,,,,,,,,1,1,,,,,,
Beijing Research Institute of Coal Chemistry,6808,,,,,,,,,,,,,,1,1,,,,,,
City Hospitals Sunderland NHS Foundation Trust,6809,,,,,,,,,,,,,,1,1,,,,,,
TDK Corporation,6810,,,,,,,,,,,,,,1,1,,,,,,
Tianjin University of Finance and Economics,6811,,1,https://api.elsevier.com/metrics/institution/703061,application/json,Tianjin University of Finance and Economics,Institution/703061,chn,APAC,academic,703061,China,,,1,1,,,,,,
Tokyo Metropolitan Police Hospital,6812,,,,,,,,,,,,,,1,1,,,,,,
Doncaster Royal Infirmary,6813,,,,,,,,,,,,,,1,1,,,,,,
Middlesex Hospital London,6814,,,,,,,,,,,,,,1,1,,,,,,
The American University of Paris,6815,,,,,,,,,,,,,,1,1,,,,,,
Tumaini University,6816,,,,,,,,,,,,,,1,1,,,,,,
Moorgreen Hospital,6817,,,,,,,,,,,,,,1,1,,,,,,
S. P. Timoshenko Institute of Mechanics of the Academy of Sciences of the Ukraine,6818,,,,,,,,,,,,,,1,1,,,,,,
University of Kerbala,6819,,,,,,,,,,,,,,1,1,,,,,,
Rostov State University of Economics,6820,,,,,,,,,,,,,,1,1,,,,,,
Roanoke College,6821,,,,,,,,,,,,,,1,1,,,,,,
North Carolina Department of Health and Human Services,6822,,,,,,,,,,,,,,1,1,,,,,,
Fachhochschule Kiel - University of Applied Sciences Kiel,6823,,,,,,,,,,,,,,1,1,,,,,,
Universidad del Quindio,6824,,,,,,,,,,,,,,1,1,,,,,,
Tohoku Fukushi University,6825,,,,,,,,,,,,,,1,1,,,,,,
Instituto de Pesquisas Tecnologicas,6826,,,,,,,,,,,,,,1,1,,,,,,
"Universidade Federal do Rio de Janeiro, Centro de Ciencias da Saude Faculdade de Medicina",6827,,1,https://api.elsevier.com/metrics/institution/702513,application/json,"Universidade Federal do Rio de Janeiro, Centro de Ciencias da Saude Faculdade de Medicina",Institution/702513,bra,SAM,academic,702513,Brazil,,,1,1,,,,,,
National Institute of Cardiovascular Diseases Slovakia,6828,,,,,,,,,,,,,,1,1,,,,,,
Zhejiang Water Conservancy and Hydropower College,6829,,,,,,,,,,,,,,1,1,,,,,,
Beijing Foreign Studies University,6830,,,,,,,,,,,,,,1,1,,,,,,
University of Jaffna,6831,,,,,,,,,,,,,,1,1,,,,,,
Universidad Cooperativa de Colombia,6832,,,,,,,,,,,,,,1,1,,,,,,
Basingstoke and North Hampshire NHS Foundation Trust,6833,,,,,,,,,,,,,,1,1,,,,,,
Building Research Institute,6834,,,,,,,,,,,,,,1,1,,,,,,
Kokushikan University,6835,,,,,,,,,,,,,,1,1,,,,,,
Hochschule Zittau/Gorlitz - University of Applied Sciences Zittau/Gorlitz,6836,,,,,,,,,,,,,,-1,-1,,,,,,
Isra University,6837,,,,,,,,,,,,,,1,1,,,,,,
